symbol,sma,ema,fib_min,fib_max,rw,eb,total_return,sharpe,total_trades,win_rate,expectancy,trades_recent,win_rate_recent,expectancy_recent
BTC/USDT,40,18,0.55,0.618,0.01,0.02,0.3149343336952012,,3,0.3333333333333333,1044.16650390625,0,0.0,0.0
BTC/USDT,40,18,0.55,0.618,0.02,0.005,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,18,0.55,0.618,0.02,0.01,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,18,0.55,0.618,0.02,0.015,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,18,0.55,0.618,0.02,0.02,0.3149343336952012,,2,0.5,1571.249755859375,0,0.0,0.0
BTC/USDT,40,18,0.55,0.618,0.03,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.618,0.03,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.618,0.03,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.618,0.03,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.618,0.04,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.618,0.04,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.618,0.04,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.618,0.04,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.618,0.05,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.618,0.05,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.618,0.05,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.618,0.05,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.7,0.01,0.005,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,18,0.55,0.7,0.01,0.01,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,18,0.55,0.7,0.01,0.015,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,18,0.55,0.7,0.01,0.02,0.3149343336952012,,3,0.3333333333333333,1044.16650390625,0,0.0,0.0
BTC/USDT,40,18,0.55,0.7,0.02,0.005,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,18,0.55,0.7,0.02,0.01,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,18,0.55,0.7,0.02,0.015,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,18,0.55,0.7,0.02,0.02,0.3149343336952012,,2,0.5,1571.249755859375,0,0.0,0.0
BTC/USDT,40,18,0.55,0.7,0.03,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.7,0.03,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.7,0.03,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.7,0.03,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.7,0.04,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.7,0.04,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.7,0.04,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.7,0.04,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.7,0.05,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.7,0.05,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.7,0.05,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.7,0.05,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.786,0.01,0.005,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,18,0.55,0.786,0.01,0.01,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,18,0.55,0.786,0.01,0.015,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,18,0.55,0.786,0.01,0.02,0.3149343336952012,,3,0.3333333333333333,1044.16650390625,0,0.0,0.0
BTC/USDT,40,18,0.55,0.786,0.02,0.005,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,18,0.55,0.786,0.02,0.01,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,18,0.55,0.786,0.02,0.015,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,18,0.55,0.786,0.02,0.02,0.3149343336952012,,2,0.5,1571.249755859375,0,0.0,0.0
BTC/USDT,40,18,0.55,0.786,0.03,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.786,0.03,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.786,0.03,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.786,0.03,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.786,0.04,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.786,0.04,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.786,0.04,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.786,0.04,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.786,0.05,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.786,0.05,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.786,0.05,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.55,0.786,0.05,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.618,0.01,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.618,0.01,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.618,0.01,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.618,0.01,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.618,0.02,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.618,0.02,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.618,0.02,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.618,0.02,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.618,0.03,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.618,0.03,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.618,0.03,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.618,0.03,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.618,0.04,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.618,0.04,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.618,0.04,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.618,0.04,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.618,0.05,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.618,0.05,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.618,0.05,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.618,0.05,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.7,0.01,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.7,0.01,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.7,0.01,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.7,0.01,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.7,0.02,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.7,0.02,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.7,0.02,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.7,0.02,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.7,0.03,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.7,0.03,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.7,0.03,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.7,0.03,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.7,0.04,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.7,0.04,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.7,0.04,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.7,0.04,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.7,0.05,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.7,0.05,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.7,0.05,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.7,0.05,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.786,0.01,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.786,0.01,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.786,0.01,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.786,0.01,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.786,0.02,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.786,0.02,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.786,0.02,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.786,0.02,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.786,0.03,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.786,0.03,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.786,0.03,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.786,0.03,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.786,0.04,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.786,0.04,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.786,0.04,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.786,0.04,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.786,0.05,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.786,0.05,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.786,0.05,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,18,0.618,0.786,0.05,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.5,0.618,0.01,0.005,0.3202919484623178,,3,0.6666666666666666,1064.4851888020833,0,0.0,0.0
BTC/USDT,40,20,0.5,0.618,0.01,0.01,0.3181954901424591,,7,0.2857142857142857,449.6522739955357,0,0.0,0.0
BTC/USDT,40,20,0.5,0.618,0.01,0.015,0.3181954901424591,,8,0.25,392.19573974609375,0,0.0,0.0
BTC/USDT,40,20,0.5,0.618,0.01,0.02,0.3181954901424591,,9,0.2222222222222222,347.50732421875,0,0.0,0.0
BTC/USDT,40,20,0.5,0.618,0.02,0.005,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,20,0.5,0.618,0.02,0.01,0.3128463825968443,,3,0.3333333333333333,1042.2032877604167,0,0.0,0.0
BTC/USDT,40,20,0.5,0.618,0.02,0.015,0.3128463825968443,,3,0.3333333333333333,1042.2032877604167,0,0.0,0.0
BTC/USDT,40,20,0.5,0.618,0.02,0.02,0.3128463825968443,,4,0.25,779.1524658203125,0,0.0,0.0
BTC/USDT,40,20,0.5,0.618,0.03,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.5,0.618,0.03,0.01,-0.0015878748047358,,2,0.0,-12.944816589355469,0,0.0,0.0
BTC/USDT,40,20,0.5,0.618,0.03,0.015,-0.0015878748047358,,2,0.0,-12.944816589355469,0,0.0,0.0
BTC/USDT,40,20,0.5,0.618,0.03,0.02,-0.0015878748047358,,2,0.0,-12.944816589355469,0,0.0,0.0
BTC/USDT,40,20,0.5,0.618,0.04,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.5,0.618,0.04,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.5,0.618,0.04,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.5,0.618,0.04,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.5,0.618,0.05,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.5,0.618,0.05,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.5,0.618,0.05,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.5,0.618,0.05,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.5,0.7,0.01,0.005,0.3202919484623178,,3,0.6666666666666666,1064.4851888020833,0,0.0,0.0
BTC/USDT,40,20,0.5,0.7,0.01,0.01,0.3181954901424591,,7,0.2857142857142857,449.6522739955357,0,0.0,0.0
BTC/USDT,40,20,0.5,0.7,0.01,0.015,0.3181954901424591,,8,0.25,392.19573974609375,0,0.0,0.0
BTC/USDT,40,20,0.5,0.7,0.01,0.02,0.3181954901424591,,10,0.2,311.756591796875,0,0.0,0.0
BTC/USDT,40,20,0.5,0.7,0.02,0.005,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,20,0.5,0.7,0.02,0.01,0.3128463825968443,,3,0.3333333333333333,1042.2032877604167,0,0.0,0.0
BTC/USDT,40,20,0.5,0.7,0.02,0.015,0.3128463825968443,,3,0.3333333333333333,1042.2032877604167,0,0.0,0.0
BTC/USDT,40,20,0.5,0.7,0.02,0.02,0.3128463825968443,,5,0.2,621.32197265625,0,0.0,0.0
BTC/USDT,40,20,0.5,0.7,0.03,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.5,0.7,0.03,0.01,-0.0015878748047358,,2,0.0,-12.944816589355469,0,0.0,0.0
BTC/USDT,40,20,0.5,0.7,0.03,0.015,-0.0015878748047358,,2,0.0,-12.944816589355469,0,0.0,0.0
BTC/USDT,40,20,0.5,0.7,0.03,0.02,-0.0015878748047358,,2,0.0,-12.944816589355469,0,0.0,0.0
BTC/USDT,40,20,0.5,0.7,0.04,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.5,0.7,0.04,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.5,0.7,0.04,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.5,0.7,0.04,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.5,0.7,0.05,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.5,0.7,0.05,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.5,0.7,0.05,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.5,0.7,0.05,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.5,0.786,0.01,0.005,0.3202919484623178,,3,0.6666666666666666,1064.4851888020833,0,0.0,0.0
BTC/USDT,40,20,0.5,0.786,0.01,0.01,0.3181954901424591,,7,0.2857142857142857,449.6522739955357,0,0.0,0.0
BTC/USDT,40,20,0.5,0.786,0.01,0.015,0.3181954901424591,,8,0.25,392.19573974609375,0,0.0,0.0
BTC/USDT,40,20,0.5,0.786,0.01,0.02,0.3181954901424591,,10,0.2,311.756591796875,0,0.0,0.0
BTC/USDT,40,20,0.5,0.786,0.02,0.005,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,20,0.5,0.786,0.02,0.01,0.3128463825968443,,3,0.3333333333333333,1042.2032877604167,0,0.0,0.0
BTC/USDT,40,20,0.5,0.786,0.02,0.015,0.3128463825968443,,3,0.3333333333333333,1042.2032877604167,0,0.0,0.0
BTC/USDT,40,20,0.5,0.786,0.02,0.02,0.3128463825968443,,5,0.2,621.32197265625,0,0.0,0.0
BTC/USDT,40,20,0.5,0.786,0.03,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.5,0.786,0.03,0.01,-0.0015878748047358,,2,0.0,-12.944816589355469,0,0.0,0.0
BTC/USDT,40,20,0.5,0.786,0.03,0.015,-0.0015878748047358,,2,0.0,-12.944816589355469,0,0.0,0.0
BTC/USDT,40,20,0.5,0.786,0.03,0.02,-0.0015878748047358,,2,0.0,-12.944816589355469,0,0.0,0.0
BTC/USDT,40,20,0.5,0.786,0.04,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.5,0.786,0.04,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.5,0.786,0.04,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.5,0.786,0.04,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.5,0.786,0.05,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.5,0.786,0.05,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.5,0.786,0.05,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.5,0.786,0.05,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.618,0.01,0.005,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,20,0.55,0.618,0.01,0.01,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,20,0.55,0.618,0.01,0.015,0.3149343336952012,,2,0.5,1571.249755859375,0,0.0,0.0
BTC/USDT,40,20,0.55,0.618,0.01,0.02,0.3149343336952012,,3,0.3333333333333333,1044.16650390625,0,0.0,0.0
BTC/USDT,40,20,0.55,0.618,0.02,0.005,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,20,0.55,0.618,0.02,0.01,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,20,0.55,0.618,0.02,0.015,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,20,0.55,0.618,0.02,0.02,0.3149343336952012,,2,0.5,1571.249755859375,0,0.0,0.0
BTC/USDT,40,20,0.55,0.618,0.03,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.618,0.03,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.618,0.03,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.618,0.03,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.618,0.04,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.618,0.04,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.618,0.04,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.618,0.04,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.618,0.05,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.618,0.05,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.618,0.05,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.618,0.05,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.7,0.01,0.005,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,20,0.55,0.7,0.01,0.01,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,20,0.55,0.7,0.01,0.015,0.3149343336952012,,2,0.5,1571.249755859375,0,0.0,0.0
BTC/USDT,40,20,0.55,0.7,0.01,0.02,0.3149343336952012,,4,0.25,780.6248779296875,0,0.0,0.0
BTC/USDT,40,20,0.55,0.7,0.02,0.005,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,20,0.55,0.7,0.02,0.01,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,20,0.55,0.7,0.02,0.015,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,20,0.55,0.7,0.02,0.02,0.3149343336952012,,3,0.3333333333333333,1044.16650390625,0,0.0,0.0
BTC/USDT,40,20,0.55,0.7,0.03,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.7,0.03,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.7,0.03,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.7,0.03,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.7,0.04,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.7,0.04,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.7,0.04,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.7,0.04,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.7,0.05,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.7,0.05,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.7,0.05,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.7,0.05,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.786,0.01,0.005,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,20,0.55,0.786,0.01,0.01,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,20,0.55,0.786,0.01,0.015,0.3149343336952012,,2,0.5,1571.249755859375,0,0.0,0.0
BTC/USDT,40,20,0.55,0.786,0.01,0.02,0.3149343336952012,,4,0.25,780.6248779296875,0,0.0,0.0
BTC/USDT,40,20,0.55,0.786,0.02,0.005,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,20,0.55,0.786,0.02,0.01,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,20,0.55,0.786,0.02,0.015,0.3149343336952012,,1,1.0,3152.49951171875,0,0.0,0.0
BTC/USDT,40,20,0.55,0.786,0.02,0.02,0.3149343336952012,,3,0.3333333333333333,1044.16650390625,0,0.0,0.0
BTC/USDT,40,20,0.55,0.786,0.03,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.786,0.03,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.786,0.03,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.786,0.03,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.786,0.04,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.786,0.04,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.786,0.04,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.786,0.04,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.786,0.05,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.786,0.05,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.786,0.05,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.55,0.786,0.05,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.618,0.618,0.01,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.618,0.618,0.01,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.618,0.618,0.01,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.618,0.618,0.01,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.618,0.618,0.02,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.618,0.618,0.02,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.618,0.618,0.02,0.015,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.618,0.618,0.02,0.02,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.618,0.618,0.03,0.005,0.0,,0,0.0,0.0,0,0.0,0.0
BTC/USDT,40,20,0.618,0.618,0.03,0.01,0.0,,0,0.0,0.0,0,0.0,0.0
